"","mclust cluster"
"2497",3
"2498",3
"2499",3
"2500",3
"2501",3
"2502",2
"2503",3
"2504",2
"2505",1
"2506",3
"2507",2
"2508",3
"2509",2
"2510",1
"2511",3
"2512",3
"2513",3
"2514",3
"2515",0
"2516",4
"2517",3
"2518",2
"2519",4
"2520",2
"2521",3
"2522",2
"2523",4
"2524",0
"2525",3
"2526",4
"2527",3
"2528",0
"2529",4
"2530",3
"2531",3
"2532",1
"2533",4
"2534",0
"2535",6
"2536",3
"2537",3
"2538",4
"2539",3
"2540",2
"2541",3
"2542",3
"2543",3
"2544",3
"2545",4
"2546",3
"2547",2
"2548",3
"2549",3
"2550",3
"2551",3
"2552",2
"2553",3
"2554",3
"2555",3
"2556",3
"2557",4
"2558",5
"2559",1
"2560",3
"2561",2
"2562",1
"2563",1
"2564",3
"2565",3
"2566",3
"2567",3
"2568",4
"2569",3
"2570",3
"2571",4
"2572",3
"2573",3
"2574",3
"2575",4
"2576",5
"2577",3
"2578",1
"2579",6
"2580",3
"2581",2
"2582",0
"2583",0
"2584",3
"2585",6
"2586",2
"2587",3
"2588",2
"2589",5
"2590",2
"2591",2
"2592",0
"2593",3
"2594",3
"2595",6
"2596",3
"2597",0
"2598",0
"2599",3
"2600",3
"2601",3
"2602",3
"2603",1
"2604",2
"2605",0
"2606",3
"2607",2
"2608",0
"2609",3
"2610",3
"2611",3
"2612",3
"2613",3
"2614",0
"2615",4
"2616",3
"2617",0
"2618",3
"2619",4
"2620",2
"2621",4
"2622",3
"2623",3
"2624",4
"2625",6
"2626",5
"2627",0
"2628",3
"2629",3
"2630",1
"2631",1
"2632",0
"2633",1
"2634",2
"2635",3
"2636",4
"2637",4
"2638",3
"2639",1
"2640",2
"2641",3
"2642",2
"2643",4
"2644",3
"2645",3
"2646",4
"2647",0
"2648",2
"2649",3
"2650",3
"2651",4
"2652",3
"2653",3
"2654",3
"2655",6
"2656",3
"2657",2
"2658",4
"2659",3
"2660",3
"2661",4
"2662",0
"2663",3
"2664",3
"2665",6
"2666",0
"2667",6
"2668",0
"2669",2
"2670",6
"2671",4
"2672",2
"2673",3
"2674",0
"2675",2
"2676",4
"2677",3
"2678",0
"2679",4
"2680",2
"2681",2
"2682",2
"2683",3
"2684",4
"2685",3
"2686",0
"2687",3
"2688",3
"2689",4
"2690",3
"2691",3
"2692",3
"2693",3
"2694",3
"2695",3
"2696",6
"2697",3
"2698",3
"2699",3
"2700",3
"2701",4
"2702",3
"2703",2
"2704",3
"2705",3
"2706",4
"2707",0
"2708",1
"2709",2
"2710",0
"2711",5
"2712",2
"2713",2
"2714",3
"2715",6
"2716",0
"2717",3
"2718",4
"2719",0
"2720",3
"2721",1
"2722",3
"2723",3
"2724",6
"2725",3
"2726",3
"2727",6
"2728",0
"2729",3
"2730",1
"2731",4
"2732",3
"2733",1
"2734",3
"2735",3
"2736",0
"2737",3
"2738",5
"2739",5
"2740",3
"2741",6
"2742",0
"2743",1
"2744",3
"2745",3
"2746",3
"2747",1
"2748",1
"2749",3
"2750",3
"2751",3
"2752",3
"2753",6
"2754",4
"2755",2
"2756",2
"2757",6
"2758",3
"2759",4
"2760",3
"2761",5
"2762",3
"2763",4
"2764",0
"2765",3
"2766",5
"2767",0
"2768",3
"2769",0
"2770",3
"2771",3
"2772",0
"2773",3
"2774",3
"2775",3
"2776",3
"2777",0
"2778",1
"2779",3
"2780",0
"2781",3
"2782",0
"2783",4
"2784",3
"2785",3
"2786",3
"2787",4
"2788",0
"2789",3
"2790",5
"2791",2
"2792",1
"2793",3
"2794",2
"2795",1
"2796",3
"2797",4
"2798",0
"2799",0
"2800",3
"2801",5
"2802",2
"2803",0
"2804",0
"2805",1
"2806",2
"2807",3
"2808",2
"2809",3
"2810",3
"2811",4
"2812",6
"2813",3
"2814",4
"2815",6
"2816",3
"2817",3
"2818",3
"2819",2
"2820",4
"2821",3
"2822",2
"2823",3
"2824",0
"2825",3
"2826",2
"2827",0
"2828",3
"2829",3
"2830",2
"2831",4
"2832",3
"2833",5
"2834",6
"2835",3
"2836",3
"2837",3
"2838",0
"2839",0
"2840",0
"2841",3
"2842",2
"2843",3
"2844",3
"2845",0
"2846",1
"2847",2
"2848",3
"2849",3
"2850",3
"2851",3
"2852",5
"2853",3
"2854",3
"2855",4
"2856",3
"2857",1
"2858",4
"2859",0
"2860",0
"2861",3
"2862",4
"2863",3
"2864",4
"2865",0
"2866",3
"2867",4
"2868",3
"2869",2
"2870",4
"2871",5
"2872",3
"2873",3
"2874",3
"2875",4
"2876",3
"2877",4
"2878",3
"2879",3
"2880",0
"2881",3
"2882",3
"2883",0
"2884",1
"2885",0
"2886",5
"2887",2
"2888",3
"2889",2
"2890",2
"2891",3
"2892",2
"2893",4
"2894",3
"2895",3
"2896",0
"2897",3
"2898",4
"2899",3
"2900",5
"2901",3
"2902",3
"2903",4
"2904",3
"2905",0
"2906",1
"2907",3
"2908",3
"2909",2
"2910",5
"2911",4
"2912",3
"2913",4
"2914",3
"2915",3
"2916",3
"2917",3
"2918",3
"2919",2
"2920",0
"2921",1
"2922",3
"2923",3
"2924",0
"2925",1
"2926",3
"2927",0
"2928",3
"2929",3
"2930",3
"2931",2
"2932",1
"2933",3
"2934",2
"2935",3
"2936",3
"2937",3
"2938",3
"2939",3
"2940",3
"2941",3
"2942",1
"2943",2
"2944",0
"2945",3
"2946",3
"2947",3
"2948",1
"2949",3
"2950",3
"2951",6
"2952",6
"2953",2
"2954",2
"2955",4
"2956",4
"2957",2
"2958",4
"2959",0
"2960",0
"2961",3
"2962",4
"2963",3
"2964",4
"2965",3
"2966",0
"2967",3
"2968",1
"2969",3
"2970",4
"2971",3
"2972",4
"2973",4
"2974",3
"2975",2
"2976",3
"2977",3
"2978",0
"2979",6
"2980",3
"2981",2
"2982",3
"2983",3
"2984",3
"2985",0
"2986",1
"2987",2
"2988",4
"2989",3
"2990",3
"2991",5
"2992",1
"2993",3
"2994",3
"2995",6
"2996",2
"2997",4
"2998",4
"2999",0
"3000",3
"3001",3
"3002",4
"3003",3
"3004",3
"3005",0
"3006",2
"3007",3
"3008",3
"3009",1
"3010",4
"3011",3
"3012",6
"3013",3
"3014",6
"3015",6
"3016",2
"3017",3
"3018",3
"3019",3
"3020",3
"3021",4
"3022",3
"3023",3
"3024",6
"3025",1
"3026",3
"3027",3
"3028",3
"3029",3
"3030",2
"3031",2
"3032",0
"3033",4
"3034",3
"3035",3
"3036",3
"3037",3
"3038",3
"3039",3
"3040",2
"3041",3
"3042",4
"3043",2
"3044",3
"3045",6
"3046",3
"3047",0
"3048",2
"3049",5
"3050",3
"3051",3
"3052",0
"3053",3
"3054",0
"3055",0
"3056",3
"3057",3
"3058",4
"3059",3
"3060",3
"3061",3
"3062",2
"3063",3
"3064",3
"3065",3
"3066",3
"3067",3
"3068",3
"3069",5
"3070",0
"3071",1
"3072",3
"3073",0
"3074",2
"3075",3
"3076",3
"3077",2
"3078",4
"3079",4
"3080",4
"3081",0
"3082",3
"3083",3
"3084",4
"3085",4
"3086",3
"3087",3
"3088",3
"3089",3
"3090",2
"3091",3
"3092",3
"3093",3
"3094",2
"3095",3
"3096",3
"3097",0
"3098",3
"3099",1
"3100",6
"3101",0
"3102",2
"3103",2
"3104",2
"3105",3
"3106",3
"3107",4
"3108",3
"3109",3
"3110",0
"3111",3
"3112",2
"3113",2
"3114",3
"3115",2
"3116",4
"3117",3
"3118",3
"3119",0
"3120",3
"3121",3
"3122",3
"3123",4
"3124",4
"3125",4
"3126",4
"3127",0
"3128",3
"3129",0
"3130",4
"3131",0
"3132",3
"3133",1
"3134",2
"3135",6
"3136",3
"3137",0
"3138",3
"3139",3
"3140",5
"3141",5
"3142",3
"3143",4
"3144",3
"3145",3
"3146",2
"3147",3
"3148",3
"3149",3
"3150",3
"3151",2
"3152",3
"3153",5
"3154",6
"3155",6
"3156",4
"3157",3
"3158",2
"3159",0
"3160",3
"3161",3
"3162",5
"3163",5
"3164",4
"3165",6
"3166",3
"3167",2
"3168",3
"3169",3
"3170",3
"3171",4
"3172",2
"3173",4
"3174",3
"3175",4
"3176",1
"3177",3
"3178",3
"3179",3
"3180",3
"3181",2
"3182",3
"3183",4
"3184",3
"3185",3
"3186",3
"3187",2
"3188",3
"3189",3
"3190",3
"3191",3
"3192",2
"3193",3
"3194",4
"3195",5
"3196",3
"3197",1
"3198",3
"3199",0
"3200",6
"3201",3
"3202",0
"3203",3
"3204",3
"3205",2
"3206",6
"3207",4
"3208",3
"3209",4
"3210",3
"3211",3
"3212",0
"3213",3
"3214",3
"3215",2
"3216",3
"3217",4
"3218",3
"3219",3
"3220",3
"3221",3
"3222",0
"3223",4
"3224",0
"3225",1
"3226",3
"3227",4
"3228",2
"3229",1
"3230",4
"3231",3
"3232",2
"3233",3
"3234",3
"3235",3
"3236",2
"3237",4
"3238",2
"3239",4
"3240",3
"3241",0
"3242",3
"3243",0
"3244",3
"3245",3
"3246",5
"3247",3
"3248",5
"3249",2
"3250",2
"3251",3
"3252",4
"3253",3
"3254",0
"3255",3
"3256",3
"3257",3
"3258",1
"3259",3
"3260",3
"3261",3
"3262",0
"3263",3
"3264",3
"3265",0
"3266",3
"3267",3
"3268",6
"3269",3
"3270",3
"3271",0
"3272",3
"3273",2
"3274",4
"3275",3
"3276",3
"3277",3
"3278",1
"3279",1
"3280",0
"3281",2
"3282",3
"3283",3
"3284",4
"3285",3
"3286",3
"3287",2
"3288",2
"3289",3
"3290",0
"3291",0
"3292",4
"3293",3
"3294",3
"3295",2
"3296",3
"3297",3
"3298",3
"3299",3
"3300",3
"3301",3
"3302",1
"3303",3
"3304",4
"3305",2
"3306",4
"3307",3
"3308",3
"3309",2
"3310",4
"3311",5
"3312",1
"3313",3
"3314",0
"3315",6
"3316",3
"3317",3
"3318",3
"3319",3
"3320",6
"3321",2
"3322",3
"3323",4
"3324",1
"3325",3
"3326",0
"3327",3
"3328",1
"3329",0
"3330",4
"3331",2
"3332",3
"3333",3
"3334",3
"3335",3
"3336",2
"3337",6
"3338",2
"3339",3
"3340",2
"3341",3
"3342",3
"3343",4
"3344",0
"3345",3
"3346",4
"3347",2
"3348",3
"3349",3
"3350",3
"3351",3
"3352",4
"3353",1
"3354",3
"3355",3
"3356",3
"3357",6
"3358",4
"3359",3
"3360",1
"3361",5
"3362",3
"3363",6
"3364",4
"3365",4
"3366",3
"3367",3
"3368",3
"3369",3
"3370",3
"3371",6
"3372",6
"3373",2
"3374",3
"3375",4
"3376",3
"3377",4
"3378",1
"3379",3
"3380",3
"3381",3
"3382",2
"3383",2
"3384",3
"3385",4
"3386",3
"3387",3
"3388",6
"3389",0
"3390",3
"3391",3
"3392",3
"3393",3
"3394",4
"3395",4
"3396",3
"3397",3
"3398",3
"3399",3
"3400",1
"3401",2
"3402",4
"3403",2
"3404",4
"3405",5
"3406",4
"3407",3
"3408",3
"3409",4
"3410",0
"3411",2
"3412",3
"3413",3
"3414",3
"3415",4
"3416",1
"3417",5
"3418",3
"3419",2
"3420",3
"3421",3
"3422",3
"3423",3
"3424",2
"3425",3
"3426",3
"3427",2
"3428",3
"3429",3
"3430",3
"3431",4
"3432",4
"3433",3
"3434",4
"3435",4
"3436",3
"3437",3
"3438",3
"3439",0
"3440",0
"3441",2
"3442",3
"3443",1
"3444",3
"3445",3
"3446",5
"3447",4
"3448",3
"3449",5
"3450",3
"3451",3
"3452",0
"3453",2
"3454",3
"3455",3
"3456",6
"3457",2
"3458",3
"3459",3
"3460",3
"3461",2
"3462",3
"3463",1
"3464",3
"3465",4
"3466",3
"3467",4
"3468",3
"3469",3
"3470",4
"3471",3
"3472",3
"3473",3
"3474",4
"3475",3
"3476",3
"3477",3
"3478",3
"3479",3
"3480",3
"3481",3
"3482",3
"3483",4
"3484",3
"3485",2
"3486",4
"3487",0
"3488",4
"3489",3
"3490",5
"3491",1
"3492",1
"3493",6
"3494",2
"3495",3
"3496",2
"3497",2
"3498",3
"3499",2
"3500",4
"3501",0
"3502",4
"3503",6
"3504",3
"3505",3
"3506",5
"3507",3
"3508",4
"3509",3
"3510",3
"3511",3
"3512",4
"3513",4
"3514",1
"3515",0
"3516",2
"3517",3
"3518",6
"3519",0
"3520",3
"3521",3
"3522",3
"3523",1
"3524",3
"3525",3
"3526",3
"3527",2
"3528",5
"3529",0
"3530",2
"3531",3
"3532",0
"3533",3
"3534",3
"3535",1
"3536",5
"3537",3
"3538",3
"3539",3
"3540",2
"3541",3
"3542",3
"3543",3
"3544",2
"3545",6
"3546",0
"3547",2
"3548",1
"3549",3
"3550",4
"3551",3
"3552",2
"3553",3
"3554",5
"3555",3
"3556",1
"3557",3
"3558",3
"3559",3
"3560",2
"3561",0
"3562",3
"3563",3
"3564",0
"3565",2
"3566",3
"3567",0
"3568",2
"3569",5
"3570",1
"3571",6
"3572",2
"3573",3
"3574",3
"3575",3
"3576",0
"3577",3
"3578",3
"3579",3
"3580",3
"3581",0
"3582",6
"3583",1
"3584",3
"3585",0
"3586",3
"3587",2
"3588",1
"3589",1
"3590",2
"3591",3
"3592",0
"3593",3
"3594",4
"3595",3
"3596",3
"3597",3
"3598",3
"3599",3
"3600",3
"3601",1
"3602",3
"3603",2
"3604",5
"3605",4
"3606",0
"3607",3
"3608",3
"3609",4
"3610",5
"3611",3
"3612",4
"3613",0
"3614",3
"3615",6
"3616",3
"3617",0
"3618",0
"3619",0
"3620",3
"3621",3
"3622",3
"3623",4
"3624",5
"3625",4
"3626",3
"3627",3
"3628",0
"3629",2
"3630",4
"3631",4
"3632",3
"3633",3
"3634",3
"3635",1
"3636",1
"3637",4
"3638",0
"3639",6
